publn_nr,publn_year,permno_adj,IPC1,share_pat
19379,2008,US930621989,G01N  23/22,0.2
19391,2008,US201979646,H01L  21/00,1
19573,2001,US953685934,H04W  36/18,0.2
19573,2001,US953685934,H04J   3/06,0.2
19573,2001,US953685934,H04W  24/08,0.2
19573,2001,US953685934,H04B   7/26,0.2
19573,2001,US953685934,H04W  56/00,0.2
19916,2007,US363853103,A61M  15/00,1
19918,2007,US363853103,A61M  15/00,1
20295,2007,US363853103,A61M  15/00,1
20537,2008,US133404508,H01T  13/38,0.5
20537,2008,US133404508,H01T  21/02,0.5
20539,2008,US270756180,B60B  35/00,0.5
20539,2008,US270756180,B60G  21/05,0.5
20746,2004,US591995548,B41C   1/10,0.33333334
20746,2004,US591995548,B65H   5/04,0.33333334
20746,2004,US591995548,B41C   1/05,0.33333334
21225,2008,US391434669,B06B   1/02,1
21436,2008,US270756180,B60N   2/14,0.25
21436,2008,US270756180,B60N   2/07,0.25
21436,2008,US270756180,B60N   2/16,0.25
21436,2008,US270756180,B60N   2/06,0.25
21740,2006,JP000000801JPN,A23L  15/00,0.16666667
21740,2006,JP000000801JPN,A23L  27/20,0.16666667
21740,2006,JP000000801JPN,A23L  27/50,0.16666667
21740,2006,JP000000801JPN,A23L  17/00,0.16666667
21740,2006,JP000000801JPN,A23L  27/00,0.16666667
21740,2006,JP000000801JPN,A23L  27/40,0.16666667
21942,2008,US220760120,A61M   5/32,0.5
21942,2008,US220760120,A61M   5/34,0.5
21946,2008,US220760120,A61M   5/50,0.33333334
21946,2008,US220760120,A61M   5/31,0.33333334
21946,2008,US220760120,A61M   5/32,0.33333334
22055,2008,US060548860,B25C   1/04,0.33333334
22055,2008,US060548860,B25C   1/14,0.33333334
22055,2008,US060548860,B25C   1/00,0.33333334
22660,2008,US362382580,F02M  35/08,1
